Mã,Loại,Điểm,Giá,RSI,Volume Ratio,Stop-loss,Target 1,R/R,P/E,ROE,EPS Growth,D/E
BLF,LONG_TERM,50,71295.66999748177,,,,,,18.89617341808285,5.743047215493984,2.3055297619570503,1.458197598677412
MSH,LONG_TERM,50,33660.84785151559,,,,,,10.522039036203536,11.706384259159117,-0.9499064498236329,0.2662861888558306
VNA,LONG_TERM,50,89372.52679669925,,,,,,13.966980208611186,13.639834944439544,-4.973980290698323,1.2109814961925722
HND,LONG_TERM,50,134218.4355525254,,,,,,13.809799612203111,7.334653643272839,-8.040200850411022,0.4155052452689391
CIG,LONG_TERM,50,55388.28730047497,,,,,,20.809505152252534,14.004059594973198,-0.53232121806683,0.74799639762596
ACB,LONG_TERM,50,34135.700217634236,,,,,,16.494017560186954,9.284015343804688,4.221238076514759,1.4237222314686433
SIP,LONG_TERM,50,100404.43704846344,,,,,,11.515893060462275,11.498261353621169,-3.306629045684164,1.2424316782963574
NT2,LONG_TERM,50,15346.08614901284,,,,,,17.358888375310446,9.849890049043207,1.488716319515028,1.199173882070549
PHR,LONG_TERM,50,28136.44184775073,,,,,,22.89290742569643,7.865084053609916,5.577901783750621,0.2882726476693495
STK,LONG_TERM,50,105032.92113700294,,,,,,18.490941023152644,5.65810898282815,-4.403681698069195,0.813884691537857
